state,county,school_name,vaccination_rate,num_students,school_id
UT,Salt Lake,Salt Lake Arts Academy (Elementary School),0.9265,500,UT-01009
UT,Salt Lake,Salt Lake Arts Academy (Middle School),0.9803,500,UT-01010
UT,Salt Lake,Salt Lake Center For Science Education,0.9718,500,UT-01011
UT,Salt Lake,Salt Lake Center For Science Bryant Middle School,0.9704,500,UT-01012
UT,San Juan,San Juan High School,0.9882,500,UT-01013
UT,Emery,San Rafael Junior High,0.9638,500,UT-01014
UT,Weber,Sand Ridge Junior High,0.9606,500,UT-01015
UT,Davis,Sand Springs Elementary,0.9531,500,UT-01016
UT,Washington,Sandstone Elementary,0.9147,500,UT-01017
UT,Salt Lake,Sandy Elementary,0.955,500,UT-01018
UT,Washington,Santa Clara Elementary,0.9125,500,UT-01019
UT,Utah,Santaquin Elementary School,0.9204,500,UT-01020
UT,Utah,Saratoga Shores Elementary,0.9508,500,UT-01021
UT,Tooele,Scholar Academy (Elementary School),0.9068,500,UT-01022
UT,Tooele,Scholar Academy (Middle School),0.9306,500,UT-01023
UT,Salt Lake,Scott M Matheson Jr High,0.9845,500,UT-01024
UT,Utah,Sego Lily Elementary,0.9551,500,UT-01025
UT,Tooele,Settlement Canyon Elementary,0.9498,500,UT-01026
UT,Weber,Shadow Valley Elementary,0.9464,500,UT-01027
UT,Utah,Shelley Elementary,0.9341,500,UT-01028
UT,Davis,Shoreline Junior High,0.974,500,UT-01029
UT,Utah,Sierra Bonita Elementary School,0.9195,500,UT-01030
UT,Salt Lake,Silver Crest Elementary,0.9462,500,UT-01031
UT,Salt Lake,Silver Hills Elementary,0.9235,500,UT-01032
UT,Utah,Silver Lake Elementary,0.9409,500,UT-01033
UT,Salt Lake,Silver Mesa Elementary,0.9333,500,UT-01034
UT,Weber,Silver Ridge Elementary,0.9788,500,UT-01035
UT,Summit,Silver Summit Academy (High School),0.9254,500,UT-01036
UT,Summit,Silver Summit Academy (Middle School),0.9756,500,UT-01037
UT,Summit,Silver Summit Elementary School,0.8421,500,UT-01038
UT,Cache,Sky View High School,0.9806,500,UT-01039
UT,Salt Lake,Skyline High School,0.9671,500,UT-01040
UT,Utah,Skyridge High School,0.9487,500,UT-01041
UT,Washington,Snow Canyon High School,0.882,500,UT-01042
UT,Washington,Snow Canyon Middle,0.9121,500,UT-01043
UT,Davis,Snow Horse Elementary School,0.9362,500,UT-01044
UT,Utah,Snow Springs Elementary,0.9552,500,UT-01045
UT,Weber,Snowcrest Jr. High,0.9474,500,UT-01046
UT,Box Elder,Snowville Elementary,0.7857,500,UT-01047
UT,Wasatch,Solider Hollow Charter Elementary School,0.7227,500,UT-01048
UT,Wasatch,Solider Hollow Charter Middle School,0.8315,500,UT-01049
UT,Sevier,Sorenson's Ranch High School,0.9535,500,UT-01050
UT,Sevier,Sorenson's Ranch Middle School,0.9091,500,UT-01051
UT,Cache,South Cache Middle School,0.9658,500,UT-01052
UT,Davis,South Clearfield Elementary,0.9719,500,UT-01053
UT,Davis,South Davis Junior High,0.9633,500,UT-01054
UT,Salt Lake,South Hills Middle,0.9615,500,UT-01055
UT,Salt Lake,South Jordan Middle School,0.9691,500,UT-01056
UT,Salt Lake,South Jordan Elementary School,0.9395,500,UT-01057
UT,Salt Lake,South Kearns Elementary,0.9717,500,UT-01058
UT,Washington,South Mesa Elementary,0.8995,500,UT-01059
UT,Weber,South Ogden Junior High,0.9618,500,UT-01060
UT,Rich,South Rich Elementary,0.9231,500,UT-01061
UT,Sanpete,South Sanpete Education Support Center,1,500,UT-01062
UT,Sevier,South Sevier High School,0.957,500,UT-01063
UT,Sevier,South Sevier Middle School,0.9373,500,UT-01064
UT,Summit,South Summit High School,0.9939,500,UT-01065
UT,Summit,South Summit Middle School,0.9519,500,UT-01066
UT,Summit,South Summit Elementary,0.8976,500,UT-01067
UT,Davis,South Weber Elementary,0.9409,500,UT-01068
UT,Salt Lake,Southland Elementary,0.9423,500,UT-01069
UT,Iron,Southwest Educational Academy (Elementary School),0.4978,500,UT-01070
UT,Iron,Southwest Educational Academy (High School),0.6453,500,UT-01071
UT,Iron,Southwest Educational Academy (Middle School),0.5809,500,UT-01072
UT,Utah,Spanish Fork High,0.9734,500,UT-01073
UT,Utah,Spanish Fork Jr.high School,0.9668,500,UT-01074
UT,Utah,Spanish Oaks Elementary,0.9544,500,UT-01075
UT,Davis,Spectrum Academy Elemenatry School (Davis),0.9443,500,UT-01076
UT,Davis,Spectrum Academy High School (Davis),0.9658,500,UT-01077
UT,Davis,Spectrum Academy Middle School (Davis),0.9845,500,UT-01078
UT,Utah,Spectrum Academy Elemenatry School (Utah),0.9503,500,UT-01079
UT,Utah,Spectrum Academy High School (Utah),0.9492,500,UT-01080
UT,Utah,Spectrum Academy Middle School (Utah),0.9677,500,UT-01081
UT,Utah,Spring Canyon Middle,0.9562,500,UT-01082
UT,Sanpete,Spring City Elementary,0.8776,500,UT-01083
UT,Cache,Spring Creek Middle School,0.9781,500,UT-01084
UT,Utah,Spring Creek Elementary,0.9451,500,UT-01085
UT,Utah,Spring Lake Elementary,0.9267,500,UT-01086
UT,Washington,Springdale Elementary,0.9189,500,UT-01087
UT,Utah,Springside Elementary School,0.9259,500,UT-01088
UT,Utah,Springville High School,0.9446,500,UT-01089
UT,Utah,Springville Junior High,0.9586,500,UT-01090
UT,Salt Lake,Sprucewood Elementary,0.9162,500,UT-01091
UT,Salt Lake,Saint Francis Xavier Catholic Elementary School,1,500,UT-01092
UT,Salt Lake,Saint Francis Xavier Catholic Middle School,1,500,UT-01093
UT,Tooele,Stansbury High School,0.9572,500,UT-01094
UT,Tooele,Stansbury Park Elementary (Tooele),0.9436,500,UT-01095
UT,Salt Lake,Stansbury Elementary (Salt Lake),0.9836,500,UT-01096
UT,Tooele,Sterling Elementary School,1,500,UT-01097
UT,Davis,Stewart Elementary,0.9279,500,UT-01098
UT,Salt Lake,Stillwater Academy (High School),1,500,UT-01099
UT,Salt Lake,Stillwater Academy (Middle School),0.5,500,UT-01100
UT,Sevier,Storm Ridge Ranch,1,500,UT-01101
UT,Iron,Success Academy (Iron),0.9095,500,UT-01102
UT,Washington,Success DSU (Washington),0.951,500,UT-01103
UT,Salt Lake,Summit Academy Draper (Elementary School),0.8575,500,UT-01104
UT,Salt Lake,Summit Academy Draper (Middle School),0.8732,500,UT-01105
UT,Salt Lake,Summit Academy Bluffdale (Elementary School,0.8879,500,UT-01106
UT,Salt Lake,Summit Academy Bluffdale (High School),0.8598,500,UT-01107
UT,Salt Lake,Summit Academy Independence (Elementary School),0.8972,500,UT-01108
UT,Salt Lake,Summit Academy Independence (Middle School),0.933,500,UT-01109
UT,Salt Lake,Summit Christian Academy (Elementary School),0.875,500,UT-01110
UT,Salt Lake,Summit Christian Academy (Middle School),0.9091,500,UT-01111
UT,Utah,Summit High School,0.9457,500,UT-01112
UT,Cache,Summit Elementary (Cache),0.9659,500,UT-01113
UT,Davis,Sunburst Elementary School,0.9669,500,UT-01114
UT,Washington,Sunrise Academy Washington (High School),1,500,UT-01115
UT,Washington,Sunrise Academy Washington (Middle School),0.9091,500,UT-01116
UT,Box Elder,Sunrise High,1,500,UT-01117
UT,Washington,Sunrise Ridge Intermediate,0.9181,500,UT-01118
UT,Salt Lake,Sunrise Elementary (Salt Lake),0.9508,500,UT-01119
UT,Cache,Sunrise Elementary (Cache),0.9554,500,UT-01120
UT,Davis,Sunset Junior High,0.9694,500,UT-01121
UT,Salt Lake,Sunset Ridge Middle School,0.9782,500,UT-01122
UT,Davis,Sunset Elementary (Davis),0.9625,500,UT-01123
UT,Utah,Sunset View Elementary (Utah),0.9558,500,UT-01124
UT,Davis,Syracuse Arts Academy Antelope (Middle School),0.8935,500,UT-01125
UT,Davis,Syracuse Arts Academy North (Elementary School),0.949,500,UT-01126
UT,Davis,Syracuse High School,0.9668,500,UT-01127
UT,Davis,Syracuse Junior High,0.9713,500,UT-01128
UT,Davis,Syracuse Elementary,0.9736,500,UT-01129
UT,Duchesne,Tabiona High School,0.9111,500,UT-01130
UT,Duchesne,Tabiona Middle School,0.8667,500,UT-01131
UT,Duchesne,Tabiona Elementary,0.7757,500,UT-01132
UT,Davis,Taylor Elementary (Davis),0.9571,500,UT-01133
UT,Utah,Taylor Elementary (Utah),0.9256,500,UT-01134
UT,Salt Lake,Taylorsville High School,0.9785,500,UT-01135
UT,Salt Lake,Taylorsville Elementary,0.9728,500,UT-01136
UT,Utah,Telos Academy (High School),1,500,UT-01137
UT,Uintah,Terra Academy (Elementary School),0.9011,500,UT-01138
UT,Uintah,Terra Academy (High School),0.9412,500,UT-01139
UT,Uintah,Terra Academy (Middle School),0.902,500,UT-01140
UT,Salt Lake,Terra Linda Elementary,0.9372,500,UT-01141
UT,Weber,T.H. Bell Jr. High,0.99,500,UT-01142
UT,Cache,"The Center For Creativity,Innovation And Discovery (Elementary School)",0.9068,500,UT-01143
UT,Cache,"The Center For Creativity,Innovation And Discovery (Middle School)",0.74,500,UT-01144
UT,Utah,The Heritage Residential Treatment Center (High School),0.9792,500,UT-01145
UT,Utah,The Heritage Residential Treatment Center (Middle School),0.9615,500,UT-01146
UT,Cache,Thomas Edison Charter Elementary School North,0.9032,500,UT-01147
UT,Cache,Thomas Edison Charter Middle School North,0.9464,500,UT-01148
UT,Cache,Thomas Edison Charter Elementary School South,0.9203,500,UT-01149
UT,Cache,Thomas Edison Charter Middle School South,0.9227,500,UT-01150
UT,Salt Lake,Thomas Jefferson Junior High School,0.9879,500,UT-01151
UT,Weber,Liberty Elementary,0.979,500,UT-01152
UT,Salt Lake,Thomas W. Bacchus Elementary,0.9686,500,UT-01153
UT,Washington,Three Falls Elementary,0.8536,500,UT-01154
UT,Box Elder,Three Mile Creek School,0.968,500,UT-01155
UT,Iron,Three Peaks School,0.8934,500,UT-01156
UT,Utah,Thunder Ridge Elementary School,0.9301,500,UT-01157
UT,Utah,Timberline Middle School,0.9458,500,UT-01158
UT,Utah,Timpanogos Academy,0.8554,500,UT-01159
UT,Utah,Timpanogos High School,0.9518,500,UT-01160
UT,Wasatch,Timpanogos Middle School,0.8857,500,UT-01161
UT,Utah,Timpanogos Elementary,0.9465,500,UT-01162
UT,Utah,Timpview High School,0.9586,500,UT-01163
UT,Juab,Tintic High School,0.9192,500,UT-01164
UT,Juab,Tintic Middle School,0.8571,500,UT-01165
UT,Davis,Tolman Elementary,0.9682,500,UT-01166
UT,Washington,Tonaquint Intermediate School,0.863,500,UT-01167
UT,Tooele,Tooele High,0.9827,500,UT-01168
UT,Tooele,Tooele Junior High,0.9659,500,UT-01169
UT,Summit,Trailside Elementary (Summit),0.9355,500,UT-01170
UT,Utah,Trailside Elementary (Utah),0.9355,500,UT-01171
UT,Utah,Traverse Mountain Elementary,0.9197,500,UT-01172
UT,Summit,Treasure Mountain Jr High School,0.9542,500,UT-01173
UT,Utah,Treeside Charter School,0.833,500,UT-01174
UT,Washington,Trinity Lutheran Elementary School,0.7083,500,UT-01175
UT,Washington,Trinity Lutheran Middle School,0.6667,500,UT-01176
UT,Box Elder,Triumph Academy (High School),1,500,UT-01177
UT,Box Elder,Triumph Academy (Middle School),1,500,UT-01178
UT,San Juan,Tsebii' Nidzisgal Elementary School,0.98,500,UT-01179
UT,Garfield,Turn-About Ranch (High School),1,500,UT-01180
UT,Garfield,Turn-About Ranch (Middle School),0.75,500,UT-01181
UT,Weber,Two Rivers High School,0.9326,500,UT-01182
UT,Cache,Uinta Academy (High School),1,500,UT-01183
UT,Cache,Uinta Academy (Middle School),1,500,UT-01184
UT,Uintah,Uintah Basin Christian Academy (Elementary School),0.7188,500,UT-01185
UT,Uintah,Uintah Basin Christian Academy (Middle School),0,500,UT-01186
UT,Uintah,Uintah High School,0.9492,500,UT-01187
UT,Uintah,Uintah Middle,0.9488,500,UT-01188
UT,Uintah,Uintah Online Elementary School,0.8462,500,UT-01189
UT,Uintah,Uintah Online Middle School,0.9444,500,UT-01190
UT,Uintah,Uintah River High School,0.9756,500,UT-01191
UT,Weber,Uintah Elementary (Weber),0.9683,500,UT-01192
UT,Salt Lake,Uintah Elementary (Salt Lake),0.97,500,UT-01193
UT,Duchesne,Union High School,0.9445,500,UT-01194
UT,Salt Lake,Union Middle School,0.9607,500,UT-01195
UT,Salt Lake,Upland Terrace Elementary,0.9773,500,UT-01196
UT,Washington,Utah Arts Academy (High School),0.6028,500,UT-01197
UT,Washington,Utah Arts Academy (Middle School),0.4468,500,UT-01198
UT,Utah,Utah Autism Academy At Clear Horizons Orem (Elementary School),0.2857,500,UT-01199
UT,Utah,Utah Autism Academy At Clear Horizons Orem (High School),0.8,500,UT-01200
UT,Utah,Utah Autism Academy At Clear Horizons Orem (Middle School),0.5,500,UT-01201
UT,Salt Lake,Utah Autism Academy Midvale (High School),0.8,500,UT-01202
UT,Salt Lake,Utah Autism Academy Midvale (Middle School),0,500,UT-01203
UT,Davis,Utah Career Path High School,0.9441,500,UT-01204
UT,Salt Lake,Utah Connections Academy (Elementary School),0.8451,500,UT-01205
UT,Salt Lake,Utah Connections Academy (High School),0.8841,500,UT-01206
UT,Salt Lake,Utah Connections Academy (Middle School),0.8085,500,UT-01207
UT,Utah,Utah County Academy Of Science,0.9446,500,UT-01208
UT,Salt Lake,Utah International Charter Elementary School,0.8462,500,UT-01209
UT,Salt Lake,Utah International Charter High School,0.6884,500,UT-01210
UT,Salt Lake,Utah International Charter Middle School,0.6875,500,UT-01211
UT,Weber,Utah Military Academy Hill Field (High School),0.907,500,UT-01212
UT,Weber,Utah Military Academy Hill Field (Middle School),0.859,500,UT-01213
UT,Utah,Utah Military Academy Camp Williams (High School),0.9052,500,UT-01214
UT,Utah,Utah Military Academy Camp Williams (Middle School),0.8762,500,UT-01215
UT,Washington,Utah Online 11-12,0.9076,500,UT-01216
UT,Washington,Utah Online 9-10,0.8741,500,UT-01217
UT,Washington,Utah Online K-8,0.7363,500,UT-01218
UT,Salt Lake,Utah Virtual Academy (Elementary School),0.8327,500,UT-01219
UT,Salt Lake,Utah Virtual Academy (High School),0.9028,500,UT-01220
UT,Salt Lake,Utah Virtual Academy (Middle School),0.9011,500,UT-01221
UT,Davis,Vae View Elementary,0.9271,500,UT-01222
UT,Washington,Valley Academy (Elementary School),0.7325,500,UT-01223
UT,Washington,Valley Academy (Middle School),0.8333,500,UT-01224
UT,Salt Lake,Valley Crest Elementary,0.9846,500,UT-01225
UT,Kane,Valley High School (Kane),0.9167,500,UT-01226
UT,Kane,Valley Middle School (Kane),0.9318,500,UT-01227
UT,Salt Lake,Valley High School (South Jordan),0.9091,500,UT-01228
UT,Salt Lake,Valley Junior High (Granite),0.9831,500,UT-01229
UT,Weber,Valley Elementary (Huntsville),0.9086,500,UT-01230
UT,Kane,Valley Elementary School (Kane),0.9136,500,UT-01231
UT,Utah,Valley View Middle (Utah),0.9119,500,UT-01232
UT,Davis,Valley View Elementary (Bountiful),0.9669,500,UT-01233
UT,Weber,Valley View Elementary (Roy),0.9431,500,UT-01234
UT,Salt Lake,Vanguard Academy (High School),0.016,500,UT-01235
UT,Salt Lake,Vanguard Academy (Middle School),0.0081,500,UT-01236
UT,Weber,Venture Academy (Elementary School),0.92,500,UT-01237
UT,Weber,Venture Academy (High School),0.9393,500,UT-01238
UT,Weber,Venture Academy (Middle School),0.9326,500,UT-01239
UT,Uintah,Vernal Middle School,0.96,500,UT-01240
UT,Tooele,Vernon Elementary,0.95,500,UT-01241
UT,Davis,Viewmont High School,0.9626,500,UT-01242
UT,Salt Lake,Viewmont Elementary,0.9312,500,UT-01243
UT,Utah,Viewpoint Middle,0.9602,500,UT-01244
UT,Utah,Vineyard Elementary,0.9309,500,UT-01245
UT,Utah,Vista Heights Middle School,0.9558,500,UT-01246
UT,Washington,Vist Elementary School,0.7909,500,UT-01247
UT,Washington,Vista High School,0.7895,500,UT-01248
UT,Washington,Vista Middle School,0.7323,500,UT-01249
UT,Salt Lake,Vista Elementary (Taylorsville),0.9781,500,UT-01250
UT,Davis,Voyage Academy,0.9524,500,UT-01251
UT,Weber,Wahlquist Jr. High,0.9723,500,UT-01252
UT,Utah,Walden School Of Liberal Arts (Elementary School),0.6912,500,UT-01253
UT,Utah,Walden School Of Liberal Arts (High School),0.8318,500,UT-01254
UT,Utah,Walden School Of Liberal Arts (Middle School),0.8485,500,UT-01255
UT,Salt Lake,Wallace Stegner Academy (Elementary School),0.9767,500,UT-01256
UT,Salt Lake,Wallace Stegner Academy (Middle School),0.9793,500,UT-01257
UT,Salt Lake,Wallace Stegner Academy West Valley (Elementary School),0.9793,500,UT-01258
UT,Salt Lake,Wallace Stegner Academy West Valley (Middle School),0.9635,500,UT-01259
UT,Sanpete,Wasatch Academy,0.9853,500,UT-01260
UT,Wasatch,Wasatch High School,0.9233,500,UT-01261
UT,Salt Lake,Wasatch Junior High,0.9599,500,UT-01262
UT,Wasatch,Wasatch Learning Academy (Elementary School),0.5158,500,UT-01263
UT,Wasatch,Wasatch Learning Academy (Middle School),0.4541,500,UT-01264
UT,Davis,Wasatch Peak Academy,0.9524,500,UT-01265
UT,Davis,Wasatch Elementary (Clearfield),0.9474,500,UT-01266
UT,Weber,Wasatch Elementary (Ogden),0.9621,500,UT-01267
UT,Utah,Wasatch Elementary (Provo),0.9488,500,UT-01268
UT,Salt Lake,Wasatch Elementary (Salt Lake),0.9735,500,UT-01269
UT,Salt Lake,Wasatch Waldorf Academy (Elementary School),0.7256,500,UT-01270
UT,Salt Lake,Wasatch Waldorf Academy (Middle School),0.7563,500,UT-01271
UT,Washington,Washington Fields Intermediate School,0.9219,500,UT-01272
UT,Salt Lake,Washington Elementary (Salt Lake),0.9717,500,UT-01273
UT,Washington,Washington Elementary (Washington),0.8653,500,UT-01274
UT,Weber,Washington Terrace Elementary,0.9583,500,UT-01275
UT,Washington,Water Canyon High School,0.4537,500,UT-01276
UT,Washington,Water Canyon Middle School,0.5952,500,UT-01277
UT,Washington,Water Canyon Elementary School,0.4211,500,UT-01278
UT,Salt Lake,Waterford Elementary School,0.9418,500,UT-01279
UT,Salt Lake,Waterford High School,0.9912,500,UT-01280
UT,Salt Lake,Waterford Middle School,0,500,UT-01281
UT,Wayne,Wayne High School,0.96,500,UT-01282
UT,Wayne,Wayne Middle School,0.9545,500,UT-01283
UT,Weber,Waypoint Academy (High School),0.8333,500,UT-01284
UT,Weber,Weber High School,0.917,500,UT-01286
UT,Weber,Weber Innovation High School,0.951,500,UT-01287
UT,Weber,Weber Online K-6,0.9167,500,UT-01288
UT,Summit,Weilenmann School Of Discovery (Elementary School),0.8842,500,UT-01289
UT,Summit,Weilenmann School Of Discovery (Middle School),0.7967,500,UT-01290
UT,Salt Lake,Welby Elementary,0.9534,500,UT-01291
UT,Carbon,Wellington Elementary,0.966,500,UT-01292
UT,Cache,Wellsville Elementary,0.9509,500,UT-01293
UT,Tooele,Wendover High School,0.9825,500,UT-01294
UT,Tooele,Wendover Middle School,1,500,UT-01295
UT,Davis,West Bountiful Elementary,0.9675,500,UT-01296
UT,Davis,West Clinton Elementary,0.9614,500,UT-01297
UT,Juab,West Desert Elementary,0.7273,500,UT-01298
UT,Juab,West Desert High School,1,500,UT-01299
UT,Juab,West Desert Middle School,0.8,500,UT-01300
UT,Weber,West Haven Elementary School,0.9343,500,UT-01301
UT,Salt Lake,West Middle School,1,500,UT-01302
UT,Salt Lake,West High School,0.9872,500,UT-01303
UT,Salt Lake,West Hills Middle School,0.9794,500,UT-01304
UT,Salt Lake,West Jordan Middle School,0.9679,500,UT-01305
UT,Salt Lake,West Kearns Elementary,0.9623,500,UT-01306
UT,Salt Lake,West Lake Jr High,0.9889,500,UT-01307
UT,Davis,West Point Jr High,0.978,500,UT-01308
UT,Davis,West Point Elementary School,0.957,500,UT-01309
UT,Salt Lake,West Valley Elementary,0.9747,500,UT-01310
UT,Weber,West Weber Elementary,0.9473,500,UT-01311
UT,Utah,Westfield Elementary,0.8496,500,UT-01312
UT,Utah,Westlake High School,0.9622,500,UT-01313
UT,Salt Lake,Westland Elementary,0.962,500,UT-01314
UT,Utah,Westmore Elementary,0.9306,500,UT-01315
UT,Utah,Westridge Elementary,0.9604,500,UT-01316
UT,Utah,Westside Elementary,0.9316,500,UT-01317
UT,Salt Lake,Westvale Elementary,0.9588,500,UT-01318
UT,Cache,White Pine Elementary School,0.9611,500,UT-01319
UT,Millard,White River Academy (High School),1,500,UT-01320
UT,Millard,White River Academy (Middle School),1,500,UT-01321
UT,San Juan,Whitehorse High School,1,500,UT-01322
UT,San Juan,Whitehorse Middle School,1,500,UT-01323
UT,Davis,Whitesides School,0.9425,500,UT-01324
UT,Salt Lake,Whittier Elementary,0.9791,500,UT-01325
UT,Box Elder,Willard Elementary,0.9309,500,UT-01326
UT,Salt Lake,William Penn Elementary,0.987,500,UT-01327
UT,Salt Lake,Willow Canyon Elementary (Salt Lake),0.9402,500,UT-01328
UT,Tooele,Willow Elementary (Tooele),0.977,500,UT-01329
UT,Salt Lake,Willow Springs Elementary,0.9543,500,UT-01330
UT,Utah,Willowcreek Middle School,0.9593,500,UT-01331
UT,Cache,Wilson Elementary (Cache),0.9277,500,UT-01332
UT,Utah,Wilson Elementary (Utah),0.9459,500,UT-01333
UT,Davis,Windridge Elementary,0.9607,500,UT-01334
UT,Utah,Windsor Elementary,0.9565,500,UT-01335
UT,Summit,Winter Sports School Park City,0.9524,500,UT-01336
UT,Salt Lake,Woodrow Wilson Elementary,0.9736,500,UT-01337
UT,Davis,Woods Cross High School,0.978,500,UT-01338
UT,Davis,Woods Cross Elementary,0.9554,500,UT-01339
UT,Salt Lake,Woodstock Elementary,0.9619,500,UT-01340
UT,Salt Lake,Youth Educational Support School,1,500,UT-01341
UT,Salt Lake,Concordia Learning Center,0.9143,500,UT-01342
UT,Salt Lake,Intermountain Child Development Center,1,500,UT-01343
UT,Salt Lake,Mount Olympus Christian Childcare,1,500,UT-01344
UT,Davis,Sunrise Montessori Elementary School Layton,1,500,UT-01345
UT,Weber,Wasatch Christian (Elementary School),0.7586,500,UT-01346
UT,Weber,Wasatch Christian (High School),0.8,500,UT-01347
UT,Weber,Wasatch Christian (Middle School),1,500,UT-01348
UT,Utah,Oakridge High School (Utah),0.9333,500,UT-01349
UT,Utah,Oakridge Middle School (Utah),0.8333,500,UT-01350
UT,Davis,Parkside Elementary (Davis),0.9703,500,UT-01351
UT,Weber,Polk Elementary,0.9413,500,UT-01352
UT,Salt Lake,Rowland Hall (High School),0.9778,500,UT-01353
UT,Salt Lake,Rowland Hall (Middle School),0.9871,500,UT-01354
UT,Box Elder,Golden Spike Elementary,0.9468,500,UT-01355
UT,Davis,Syracuse Arts Academy (Elementary School),0.9386,500,UT-01356
UT,Davis,Syracuse Arts Academy (Middle School),0.9376,500,UT-01357
UT,Salt Lake,Glacier Hills School,0.9603,500,UT-01358
UT,Salt Lake,Oak Leaf Elementary,0.9453,500,UT-01359
UT,Salt Lake,Dancing Moose Montessori School (Salt Lake),0.9773,500,UT-01360
UT,Tooele,Twenty Wells Elementary,0.9327,500,UT-01361
UT,Utah,Nebo Online Elementary School,0.6172,500,UT-01362
UT,Utah,Nebo Online High School,0.6252,500,UT-01363
UT,Utah,Nebo Online Middle School,0.6353,500,UT-01364
UT,Utah,Ascent Academies Of Utah Saratoga Springs,0.9319,500,UT-01365
UT,Utah,Dancing Moose Montessori School Thanksgiving Point (Utah),0.9688,500,UT-01366
UT,Utah,Desert Sky Elementary,0.934,500,UT-01367
UT,Salt Lake,American Heritage School Salt Lake City Campus (Elementary School),0.9126,500,UT-01368
UT,Salt Lake,American Heritage School Salt Lake City Campus (High School),0.9167,500,UT-01369
UT,Salt Lake,American Heritage School Salt Lake City Campus (Middle School),0.9077,500,UT-01370
UT,Utah,John Hancock Charter School Eagle Mountain (Elementary School),0.87,500,UT-01371
UT,Utah,John Hancock Charter School Eagle Mountain (Middle School),0.875,500,UT-01372
UT,Washington,Career Tech High School,0.9172,500,UT-01373
UT,Piute,Utah Peak Academy,0.5562,500,UT-01374
UT,Davis,Island View School,0.9601,500,UT-01375
UT,Salt Lake,Pinyon Montessori,1,500,UT-01376
UT,Weber,Haven Bay,0.9417,500,UT-01377
UT,Salt Lake,Wallace Stegner Academy Kearns (Elementary School),0.9746,500,UT-01378
UT,Salt Lake,Wallace Stegner Academy Kearns (Middle School),0.9926,500,UT-01379
UT,Iron,American Principles Academy (Elementary School),0.6532,500,UT-01380
UT,Iron,American Principles Academy (Middle School),0.7073,500,UT-01381
UT,Weber,Mountain View Jr High (Weber),0.9062,500,UT-01382
UT,Salt Lake,Beehive Science & Technology Academy (High School),0.9375,500,UT-01383
UT,Salt Lake,Beehive Science & Technology Academy (Middle School),0.9397,500,UT-01384
UT,Weber,Honeybee Nature School LLC,0.9091,500,UT-01385
UT,Uintah,Art Box Studio LLC/ Wonder Academy,0.3077,500,UT-01386
UT,Iron,In Person Southwest Education Academy,0.9694,500,UT-01387
UT,Salt Lake,Juniper School,0.9616,500,UT-01388
UT,Weber,West Field High School,0.9691,500,UT-01389
