state,county,school_name,vaccination_rate,num_students,school_id
UT,Salt Lake,"Academy For Math, Engineering,& Science (Ames)",0.9677,500,UT-00001
UT,Salt Lake,Academy Park School,0.9509,500,UT-00002
UT,Davis,Adams Elementary (Davis),0.9673,500,UT-00003
UT,Cache,Adams Elementary (Cache),0.9414,500,UT-00004
UT,Davis,Adelaide Elementary,0.968,500,UT-00005
UT,Box Elder,Adele C. Young Intermediate,0.9313,500,UT-00006
UT,Salt Lake,Advantage Arts Academy,0.8646,500,UT-00007
UT,San Juan,Albert R. Lyman Middle School,1,500,UT-00008
UT,Salt Lake,Albion Middle School,0.9768,500,UT-00009
UT,Box Elder,Alice C. Harris Intermediate,0.9593,500,UT-00010
UT,Tooele,Alpine Academy (High School),1,500,UT-00011
UT,Tooele,Alpine Academy (Middle School),1,500,UT-00012
UT,Utah,Alpine Online Elementary School,0.8304,500,UT-00013
UT,Utah,Alpine Online Middle School,0.9043,500,UT-00014
UT,Utah,Alpine Elementary,0.929,500,UT-00015
UT,Salt Lake,Alta High School,0.951,500,UT-00016
UT,Salt Lake,Alta View Elementary,0.9516,500,UT-00017
UT,Duchesne,Altamont High School,0.9076,500,UT-00018
UT,Duchesne,Altamont Middle School,0.5543,500,UT-00019
UT,Duchesne,Altamont Elementary School,0.8527,500,UT-00020
UT,Salt Lake,Altara Elementary,0.9679,500,UT-00021
UT,Utah,Amelia Earhart Elementary,0.9526,500,UT-00022
UT,Salt Lake,American Academy Of Innovation,0.9921,500,UT-00023
UT,Utah,American Fork High School,0.9536,500,UT-00024
UT,Utah,American Fork Jr High School,0.9037,500,UT-00025
UT,Utah,American Heritage Elementary School (Utah),0.7441,500,UT-00026
UT,Utah,American Heritage High School (Utah),0.9144,500,UT-00027
UT,Utah,American Heritage Middle School (Utah),0.8444,500,UT-00028
UT,Salt Lake,Anthem Prepartory (Elementary School),0.8269,500,UT-00029
UT,Salt Lake,Anthem Prepartory (High School),0.8056,500,UT-00030
UT,Salt Lake,Anthem Prepartory (Middle School),0.8444,500,UT-00031
UT,Utah,American Leadership Academy (Elementary School),0.9185,500,UT-00032
UT,Utah,American Leadership Academy (High School),0.9314,500,UT-00033
UT,Utah,American Leadership Academy (Middle School),0.9213,500,UT-00034
UT,Salt Lake,American Preparatory Academy Draper #1 (Elementary School),0.9379,500,UT-00035
UT,Salt Lake,American Preparatory Academy Accelerated Elementary School,0.9895,500,UT-00036
UT,Salt Lake,American Preparatory Academy Accelerated High School,0.9819,500,UT-00037
UT,Salt Lake,American Preparatory Academy Accelerated Middle School,0.9906,500,UT-00038
UT,Salt Lake,American Preparatory Academy Draper #2 (Elementary School),0.9499,500,UT-00039
UT,Salt Lake,American Preparatory Academy Draper #3 (High School),0.9507,500,UT-00040
UT,Salt Lake,American Preparatory Academy Draper #3 (Middle School),0.9331,500,UT-00041
UT,Utah,American Preparatory Academy Salem Charter (Elementary School),0.8473,500,UT-00042
UT,Utah,American Preparatory Academy Salem Charter (Middle School),0.878,500,UT-00043
UT,Salt Lake,American Preparatory Academy The School For New Americans,0.9874,500,UT-00044
UT,Tooele,Anna Smith Elementary,1,500,UT-00045
UT,Salt Lake,Antelope Canyon Elementary,0.9406,500,UT-00046
UT,Davis,Antelope Elementary,0.9498,500,UT-00047
UT,Utah,Apple Valley Elementary School,0.9295,500,UT-00048
UT,Salt Lake,Arcadia Elementary,0.9801,500,UT-00049
UT,Washington,Arrowhead Elementary,0.8724,500,UT-00050
UT,Utah,Art City Elementary,0.9289,500,UT-00051
UT,Davis,Ascent Academies Of Utah Elementary School (Davis),0.9248,500,UT-00052
UT,Davis,Ascent Academies Of Utah Middle School (Davis),0.8488,500,UT-00053
UT,Utah,Ascent Academies Of Utah Elementary School (Utah),0.9124,500,UT-00054
UT,Utah,Ascent Academies Of Utah Middle School (Utah),0.9244,500,UT-00055
UT,Salt Lake,Ascent Academies Of Utah Elementary School (West Jordan),0.9452,500,UT-00056
UT,Salt Lake,Ascent Academies Of Utah Middle School (West Jordan),0.9624,500,UT-00057
UT,Salt Lake,Ascent Academies Of Utah Elementary School (West Valley),0.9623,500,UT-00058
UT,Uintah,Ashley Elementary,0.9078,500,UT-00059
UT,Uintah,Ashley Valley Education Center,0.9484,500,UT-00060
UT,Sevier,Ashman Elementary,0.9052,500,UT-00061
UT,Salt Lake,Aspen Elementary (Salt Lake),0.9378,500,UT-00062
UT,Utah,Aspen Elementary (Utah),0.9382,500,UT-00063
UT,Utah,Athenian Eacademy (Elementary School),0.7315,500,UT-00064
UT,Utah,Athenian Eacademy (Middle School),0.7143,500,UT-00065
UT,Salt Lake,Athlos Academy Of Utah (Elementary School),0.8946,500,UT-00066
UT,Salt Lake,Athlos Academy Of Utah (Middle School),0.9286,500,UT-00067
UT,Salt Lake,Autism Solutions Draper Center (Elementary School),0.6923,500,UT-00068
UT,Salt Lake,Autism Solutions Draper Center (Middle School),0.5,500,UT-00069
UT,Davis,Autism Solutions Academy Sunset (Elementary School),0.8462,500,UT-00070
UT,Davis,Autism Solutions Academy Sunset (High School),1,500,UT-00071
UT,Davis,Autism Solutions Academy Sunset (Middle School),0.8,500,UT-00072
UT,Salt Lake,Autism Solutions West Jordan Center (High School),0.8,500,UT-00073
UT,Salt Lake,Autism Solutions West Jordan Center (Middle School),1,500,UT-00074
UT,Salt Lake,Backman Elementary,0.9891,500,UT-00075
UT,Utah,Barnett Elementary,0.9292,500,UT-00076
UT,Utah,Barratt Elementary,0.9343,500,UT-00077
UT,Duchesne,Basin Online High School,0.9412,500,UT-00078
UT,Duchesne,Basin Online Middle School,0.9286,500,UT-00079
UT,Salt Lake,Bastian Elementary School,0.9595,500,UT-00080
UT,Weber,Bates Elementary,0.9289,500,UT-00081
UT,Salt Lake,Beacon Heights Elementary,0.9914,500,UT-00082
UT,Cache,Bear River Charter ElementarySchool,0.8889,500,UT-00083
UT,Box Elder,Bear River High School,0.9591,500,UT-00084
UT,Box Elder,Bear River Middle School,0.9032,500,UT-00085
UT,Beaver,Beaver High School,0.9674,500,UT-00086
UT,Beaver,Beaver Middle School,0.9846,500,UT-00087
UT,Salt Lake,Beehive Elementary,0.9668,500,UT-00088
UT,Salt Lake,Beehive Science & Technology Academy K-6,0.9297,500,UT-00089
UT,Beaver,Belknap Elementary,0.9678,500,UT-00090
UT,Salt Lake,Bella Vista Elementary,0.9292,500,UT-00091
UT,Utah,Belmont Elementary School,0.9292,500,UT-00092
UT,Weber,Ben Lomond High School,0.9878,500,UT-00093
UT,Davis,Benchmark High School,1,500,UT-00094
UT,Davis,Benchmark Middle School,0.9444,500,UT-00095
UT,Salt Lake,Bennion Jr. High,0.9735,500,UT-00096
UT,Salt Lake,Bennion Elementary,0.9627,500,UT-00097
UT,Kane,Big Water Middle School,1,500,UT-00098
UT,Kane,Big Water Elementary School,0.9,500,UT-00099
UT,Salt Lake,Bingham High School,0.9696,500,UT-00100
UT,Cache,Birch Creek Elementary,0.9727,500,UT-00101
UT,Utah,Black Ridge Elementary School (Utah),0.9114,500,UT-00102
UT,Salt Lake,Blackridge Elementary (Salt Lake),0.9278,500,UT-00103
UT,San Juan,Blanding Elementary,0.9294,500,UT-00104
UT,Salt Lake,Blessed Sacrament Catholic Elementary School,0.9773,500,UT-00105
UT,Salt Lake,Blessed Sacrament Catholic Middle School,1,500,UT-00106
UT,Utah,Blind South Elementary School,0.6667,500,UT-00107
UT,Washington,Bloomington Hills Elementary,0.8884,500,UT-00108
UT,Washington,Bloomington Elementary,0.8559,500,UT-00109
UT,Tooele,Blue Peak High School,0.9478,500,UT-00110
UT,Davis,Bluff Ridge Elementary,0.9499,500,UT-00111
UT,San Juan,Bluff Elementary,1,500,UT-00112
UT,Salt Lake,Bluffdale Elementary,0.913,500,UT-00113
UT,Tooele,Bonneville Academy (Elementary School),0.9519,500,UT-00114
UT,Tooele,Bonneville Academy (Middle School),0.9697,500,UT-00115
UT,Weber,Bonneville High School,0.9707,500,UT-00116
UT,Salt Lake,Bonneville Junior High,0.9638,500,UT-00117
UT,Weber,Bonneville Elementary (Weber),0.9616,500,UT-00118
UT,Utah,Bonneville Elementary (Utah),0.9646,500,UT-00119
UT,Salt Lake,Bonneville Elementary (Salt Lake),0.988,500,UT-00120
UT,Emery,Book Cliff Elementary,0.9804,500,UT-00121
UT,Garfield,Boulder Elementary,0,500,UT-00122
UT,Davis,Boulton Elementary,0.9575,500,UT-00123
UT,Davis,Bountiful High School,0.9694,500,UT-00124
UT,Davis,Bountiful Junior High,0.9368,500,UT-00125
UT,Davis,Bountiful Elementary,0.9425,500,UT-00126
UT,Box Elder,Box Elder High School,0.9439,500,UT-00127
UT,Box Elder,Box Elder Middle,0.905,500,UT-00128
UT,Salt Lake,Koolminds (Elementary School),0.5789,500,UT-00129
UT,Weber,Bridge Elementary School,0.9312,500,UT-00130
UT,Cache,Bridger Elementary,0.9749,500,UT-00131
UT,Salt Lake,Brighton High School,0.9503,500,UT-00132
UT,Utah,Brockbank Elementary,0.931,500,UT-00133
UT,Utah,Brookhaven Elementary School,0.9455,500,UT-00134
UT,Utah,Brookside Elementary,0.9132,500,UT-00135
UT,Salt Lake,Brookwood Elementary,0.9586,500,UT-00136
UT,Carbon,Bruin Point Elementary School,0.8091,500,UT-00137
UT,Garfield,Bryce Valley Middle School,0.96,500,UT-00138
UT,Garfield,Bryce Valley Elementary,0.9219,500,UT-00139
UT,Davis,Buffalo Point Elementary,0.962,500,UT-00140
UT,Weber,Burch Creek Elementary School,0.9689,500,UT-00141
UT,Salt Lake,Butler Middle School,0.9286,500,UT-00142
UT,Salt Lake,Butler Elementary,0.9263,500,UT-00143
UT,Salt Lake,Butterfield Canyon Elementary,0.9433,500,UT-00144
UT,Utah,Byu Child & Family Studies Labratory,0.8919,500,UT-00145
UT,Utah,Byu Online High School,0.92,500,UT-00146
UT,Cache,Cache Alternative High,0.9645,500,UT-00147
UT,Salt Lake,Calvin S. Smith Elementary,0.9734,500,UT-00148
UT,Davis,Canyon Creek Elementary School,0.9589,500,UT-00149
UT,Utah,Canyon Crest Elementary,0.9102,500,UT-00150
UT,Utah,Canyon Grove Academy (Elementary School),0.2739,500,UT-00151
UT,Utah,Canyon Grove Academy (High School),0.2264,500,UT-00152
UT,Utah,Canyon Grove Academy (Middle School),0.193,500,UT-00153
UT,Salt Lake,Canyon Rim Academy,0.9446,500,UT-00154
UT,Cache,Canyon Elementary (Cache),0.9561,500,UT-00155
UT,Utah,Canyon Elementary (Utah),0.9573,500,UT-00156
UT,Iron,Canyon View High,0.925,500,UT-00157
UT,Utah,Canyon View Jr High (Utah),0.9546,500,UT-00158
UT,Iron,Canyon View Middle School (Iron),0.9587,500,UT-00159
UT,Emery,Canyon View Jr High (Emery),0.9541,500,UT-00160
UT,Weber,Canyon View School (Weber),1,500,UT-00161
UT,Salt Lake,Canyon View Elementary (Salt Lake),0.9595,500,UT-00162
UT,Salt Lake,Canyons Virtual High High School,1,500,UT-00163
UT,Salt Lake,Canyons Virtual High Middle School,1,500,UT-00164
UT,Carbon,Carbon High School,0.9704,500,UT-00165
UT,Salt Lake,Carden Memorial Elementary School,0,500,UT-00166
UT,Salt Lake,Carden Memorial Middle School,0.9643,500,UT-00167
UT,Salt Lake,Carmen B Pingree Autism Center of Learning (Elementary School),1,500,UT-00168
UT,Salt Lake,Carmen B Pingree Autism Center of Learning (High School),1,500,UT-00169
UT,Salt Lake,Carmen B Pingree Autism Center of Learning (Middle School),1,500,UT-00170
UT,Utah,Cascade Mountain High School,1,500,UT-00171
UT,Utah,Cascade Mountain Middle School,1,500,UT-00172
UT,Utah,Cascade Elementary,0.9451,500,UT-00173
UT,Emery,Castle Dale Elementary,0.8898,500,UT-00174
UT,Carbon,Castle Heights Elementary,0.9452,500,UT-00175
UT,Carbon,Castle Valley Center (Elementary School),0.8493,500,UT-00176
UT,Carbon,Castle Valley Center (High School),0.9524,500,UT-00177
UT,Carbon,Castle Valley Center (Middle School),1,500,UT-00178
UT,Box Elder,Catalyst Prepatory Academy,1,500,UT-00179
UT,Iron,Cedar City High School,0.9438,500,UT-00180
UT,Iron,Cedar East Elementary School,0.9189,500,UT-00181
UT,Iron,Cedar Middle School,0.9462,500,UT-00182
UT,Iron,Cedar North Elementary,0.8883,500,UT-00183
UT,Sevier,Cedar Ridge High (Sevier County),0.9792,500,UT-00184
UT,Utah,Cedar Ridge Elementary (Utah),0.9537,500,UT-00185
UT,Cache,Cedar Ridge Elementary School (Cache),0.9611,500,UT-00186
UT,Iron,Cedar South Elementary,0.9288,500,UT-00187
UT,Utah,Cedar Valley High School,0.9585,500,UT-00188
UT,Utah,Cedar Valley Elementary,0.8807,500,UT-00189
UT,Utah,Centennial Elementary (Utah),0.9487,500,UT-00190
UT,Davis,Centennial Jr High School (Davis),0.9696,500,UT-00191
UT,Utah,Centennial Middle School (Utah),0.949,500,UT-00192
UT,Duchesne,Centennial Elementary (Duchesne),0.9484,500,UT-00193
UT,Davis,Centerville Junior High,0.968,500,UT-00194
UT,Davis,Centerville Elementary,0.958,500,UT-00195
UT,Davis,Central Davis Junior High,0.969,500,UT-00196
UT,Utah,Central Elementary,0.9345,500,UT-00197
UT,Box Elder,Century Elementary,0.8902,500,UT-00198
UT,Salt Lake,Challenger Elementary School (Salt Lake City),0.93,500,UT-00199
UT,Salt Lake,Challenger Middle School (Salt Lake City),0.9697,500,UT-00200
UT,Utah,Challenger Elementary School (Utah),0.9025,500,UT-00201
UT,Utah,Challenger Middle School (Utah),0.9474,500,UT-00202
UT,Salt Lake,Challenger Elementary School (Sandy),0.9217,500,UT-00203
UT,Salt Lake,Challenger Middle School (Sandy),0.8438,500,UT-00204
UT,Davis,Challenger Elementary School (Davis),0.886,500,UT-00205
UT,Davis,Challenger Middle School (Davis),0.92,500,UT-00206
UT,Salt Lake,Challenger Elementary School (Holladay),0.84,500,UT-00207
UT,Salt Lake,Challenger Elementary School (West Jordan),1,500,UT-00208
UT,Salt Lake,Channing Hall Elementary School,0.8987,500,UT-00209
UT,Salt Lake,Channing Hall Middle School,0.9,500,UT-00210
UT,Utah,Cherry Creek Elementary,0.932,500,UT-00211
UT,Utah,Cherry Hill Elementary,0.9547,500,UT-00212
UT,Salt Lake,Children's Christian School,0.6296,500,UT-00213
UT,Salt Lake,Churchill Junior High,0.9512,500,UT-00214
UT,Washington,Cinnamon Hills High School,1,500,UT-00215
UT,Washington,Cinnamon Hills Middle School,1,500,UT-00216
UT,Piute,Circleville Elementary,0.9048,500,UT-00217
UT,Salt Lake,City Academy (High School),0.9714,500,UT-00218
UT,Salt Lake,City Academy (Middle School),0.8889,500,UT-00219
UT,Tooele,Clarke N. Johnsen Jr High School,0.972,500,UT-00220
UT,Salt Lake,Clayton Middle School,0.9858,500,UT-00221
UT,Davis,Clearfield High School,0.9738,500,UT-00222
UT,Emery,Cleveland Elementary,0.9252,500,UT-00223
UT,Davis,Clinton Elementary,0.9848,500,UT-00224
UT,Davis,Columbia Elementary (Davis),0.9514,500,UT-00225
UT,Salt Lake,Columbia Elementary (Salt Lake),0.9556,500,UT-00226
UT,Duchesne,Con Amore Elementary School,0.8824,500,UT-00227
UT,Duchesne,Con Amore High School,1,500,UT-00228
UT,Duchesne,Con Amore Middle School,1,500,UT-00229
UT,Davis,Cook Elementary,0.9494,500,UT-00230
UT,Tooele,Copper Canyon Elementary (Tooele),0.9581,500,UT-00231
UT,Salt Lake,Copper Canyon Elementary (Salt Lake),0.9489,500,UT-00232
UT,Salt Lake,Copper Hills High School,0.9779,500,UT-00233
UT,Salt Lake,Copper Hills Elementary,0.9636,500,UT-00234
UT,Salt Lake,Copper Hills Youth Center (High School),0.9556,500,UT-00235
UT,Salt Lake,Copper Hills Youth Center (Middle School),0.8235,500,UT-00236
UT,Salt Lake,Copper Mountain Middle School,0.9713,500,UT-00237
UT,Salt Lake,Copperview Elementary,0.9755,500,UT-00238
UT,Washington,Coral Canyon Elementary,0.8268,500,UT-00239
UT,Salt Lake,Corner Canyon High School,0.9496,500,UT-00240
UT,Salt Lake,Cottonwood High School,0.9815,500,UT-00241
UT,Emery,Cottonwood Elementary (Emery),0.913,500,UT-00242
UT,Salt Lake,Cottonwood Elementary (Salt Lake),0.9091,500,UT-00243
UT,Weber,Country View Elementary,0.9613,500,UT-00244
UT,Davis,Creekside Elementary,0.9667,500,UT-00245
UT,Carbon,Creekview Elementary,0.9237,500,UT-00246
UT,Salt Lake,Crescent Elementary,0.9505,500,UT-00247
UT,Davis,Crestview Elementary (Davis),0.943,500,UT-00248
UT,Salt Lake,Crestview Elementary (Salt Lake),0.9727,500,UT-00249
UT,Washington,Crimson Cliffs High,0.8631,500,UT-00250
UT,Washington,Crimson Cliffs Middle School,0.9398,500,UT-00251
UT,Washington,Crimson View Elementary School,0.9603,500,UT-00252
UT,Utah,C.S. Lewis Academy,0.9266,500,UT-00253
UT,Salt Lake,Cyprus High School,0.9894,500,UT-00254
UT,Utah,Dan W. Peterson High School,0.92,500,UT-00255
UT,Utah,Dan W. Peterson Middle School,0.9643,500,UT-00256
UT,Wasatch,Daniels Canyon Elementary,0.9367,500,UT-00257
UT,Salt Lake,David Gourley Elementary School,0.9735,500,UT-00258
UT,Weber,Davinci Academy (Elementary School),0.8326,500,UT-00259
UT,Weber,Davinci Academy (High School),0.9333,500,UT-00260
UT,Weber,Davinci Academy (Middle School),0.9042,500,UT-00261
UT,Davis,Davis Connect (High School),0.9121,500,UT-00262
UT,Davis,Davis Connect (Middle School),0.9815,500,UT-00263
UT,Davis,Davis Connect (Elementary School),0.9593,500,UT-00264
UT,Davis,Davis High School,0.9754,500,UT-00265
UT,Uintah,Davis Elementary (Uintah),0.9134,500,UT-00266
UT,Salt Lake,Daybreak Academy,0.3333,500,UT-00267
UT,Salt Lake,Daybreak Elementary,0.9027,500,UT-00268
UT,Grand,Castle Valley Academy,0.2857,500,UT-00269
UT,Utah,Deerfield Elementary,0.9208,500,UT-00270
UT,Millard,Delta High School,0.9601,500,UT-00271
UT,Millard,Delta Middle School,0.9514,500,UT-00272
UT,Millard,Delta North Elementary School,0.946,500,UT-00273
UT,Millard,Delta South Elementary School,0.9065,500,UT-00274
UT,Washington,Desert Canyons Elementary School,0.8696,500,UT-00275
UT,Washington,Desert Hills High School,0.859,500,UT-00276
UT,Washington,Desert Hills Middle School,0.8266,500,UT-00277
UT,Utah,Diamond Fork Jr. High School,0.9658,500,UT-00278
UT,Salt Lake,Diamond Ridge High School,0.7636,500,UT-00279
UT,Salt Lake,Diamond Ridge Elementary,0.9917,500,UT-00280
UT,Washington,Diamond Valley Elementary,0.7746,500,UT-00281
UT,Tooele,Digital Education Center (11-12),0.959,500,UT-00282
UT,Tooele,Digital Education Center (7-10),0.9231,500,UT-00283
UT,Tooele,Digital Education Center (K-6),0.8125,500,UT-00284
UT,Salt Lake,Dilworth Elementary,0.9718,500,UT-00285
UT,Iron,Discovery Ranch For Girls (High School),0.6429,500,UT-00286
UT,Iron,Discovery Ranch For Girls (Middle School),1,500,UT-00287
UT,Box Elder,Discovery Elementary (Box Elder),0.9591,500,UT-00288
UT,Uintah,Discovery Elementary (Uintah),0.9234,500,UT-00289
UT,Washington,Dixie High School,0.8884,500,UT-00290
UT,Washington,Dixie Middle School,0.9268,500,UT-00291
UT,Utah,Dixon Middle School,0.9668,500,UT-00292
UT,Davis,Dorius Academy (High School),0.8602,500,UT-00293
UT,Davis,Dorius Academy (Middle School),0.7857,500,UT-00294
UT,Salt Lake,Douglas T. Orchard Elementary School,0.9951,500,UT-00295
UT,Davis,Doxey Elementary,0.9639,500,UT-00296
UT,Salt Lake,Draper Park Middle School,0.8178,500,UT-00297
UT,Salt Lake,Draper Elementary,0.9142,500,UT-00298
UT,Utah,Dry Creek Elementary School,0.9346,500,UT-00299
UT,Salt Lake,Dual Immersion Academy (Elementary School),0.9835,500,UT-00300
UT,Salt Lake,Dual Immersion Academy (Middle School),0.9913,500,UT-00301
UT,Duchesne,Duchesne High School,0.9267,500,UT-00302
UT,Duchesne,Duchesne Middle School,0.881,500,UT-00303
UT,Duchesne,Duchesne Elementary,0.7921,500,UT-00304
UT,Tooele,Dugway Elementary,0.875,500,UT-00305
UT,Tooele,Dugway High School,1,500,UT-00306
UT,Tooele,Dugway Middle School,1,500,UT-00307
UT,Davis,Eagle Bay Elementary,0.943,500,UT-00308
UT,Washington,Eagle Ranch Academy (High School),0.9167,500,UT-00309
UT,Washington,Eagle Ranch Academy (Middle School),0.875,500,UT-00310
UT,Utah,Eagle Valley Elementary,0.9264,500,UT-00311
UT,Duchesne,Eagle View Elementary,0.968,500,UT-00312
UT,Duchesne,Eagle View Middle School,1,500,UT-00313
UT,Utah,Eaglecrest Elementary,0.9282,500,UT-00314
UT,Salt Lake,Early Light Academy At Daybreak (Elementary School),0.9293,500,UT-00315
UT,Salt Lake,Early Light Academy At Daybreak (Middle School),0.9547,500,UT-00316
UT,Salt Lake,East High School,0.964,500,UT-00317
UT,Salt Lake,East Hollywood High,0.9718,500,UT-00318
UT,Davis,East Layton Elementary,0.9379,500,UT-00319
UT,Utah,East Meadows Elementary,0.9475,500,UT-00320
UT,Salt Lake,East Midvale Elementary,0.9301,500,UT-00321
UT,Weber,East Ridge Elementary (Weber),0.9611,500,UT-00322
UT,Salt Lake,East Sandy Elementary (Salt Lake),0.9183,500,UT-00323
UT,Duchesne,East Elementary,0.9212,500,UT-00324
UT,Salt Lake,Eastlake Elementary,0.9488,500,UT-00325
UT,Salt Lake,Eastmont Middle School,0.9284,500,UT-00326
UT,Salt Lake,Eastwood Elementary,0.9704,500,UT-00327
UT,Summit,Ecker Hill Middle School,0.9564,500,UT-00328
UT,Utah,Edgemont Elementary,0.9343,500,UT-00329
UT,Salt Lake,Edison Elementary,0.9596,500,UT-00330
UT,Cache,Edith Bowen Laboratory School,0.9246,500,UT-00331
UT,Salt Lake,Eisenhower Junior High,0.962,500,UT-00332
UT,Davis,Elevations RTC (High School),1,500,UT-00333
UT,Davis,Elevations RTC (Middle School),1,500,UT-00334
UT,Salt Lake,Elizabeth Academy,0.7024,500,UT-00335
UT,Utah,Elizabeth Delong School Of The Deaf (Elementary School),0.9259,500,UT-00336
UT,Utah,Elizabeth Delong School Of The Deaf (Middle School),1,500,UT-00337
UT,Salt Lake,Elk Meadows Elementary,0.9339,500,UT-00338
UT,Salt Lake,Elk Ridge Middle School,0.9904,500,UT-00339
UT,Salt Lake,Elk Run Elementary,0.9694,500,UT-00340
UT,Cache,Ellis Elementary,0.9448,500,UT-00341
UT,Davis,Ellison Park Elementary School,0.9379,500,UT-00342
UT,Salt Lake,Emerson Elementary,0.9534,500,UT-00343
UT,Emery,Emery High School,0.9607,500,UT-00344
UT,Salt Lake,Endeavor Hall Elementary (Salt Lake),0.9757,500,UT-00345
UT,Davis,Endeavour Elementary (Davis),0.9457,500,UT-00346
UT,Iron,Enoch Elementary,0.9551,500,UT-00347
UT,Salt Lake,Ensign Elementary,0.9616,500,UT-00348
UT,Washington,Enterprise High School,0.8811,500,UT-00349
UT,Washington,Enterprise Middle School,0.8239,500,UT-00350
UT,Washington,Enterprise Elementary,0.8333,500,UT-00351
UT,Salt Lake,Entheos Academy Kearns (Elementary School),0.9607,500,UT-00352
UT,Salt Lake,Entheos Academy Kearns (Middle School),0.9634,500,UT-00353
UT,Salt Lake,Entheos Academy Magna (Elementary School),0.9208,500,UT-00354
UT,Salt Lake,Entheos Academy Magna (Middle School),0.9565,500,UT-00355
UT,Sanpete,Ephraim Middle School,0.9479,500,UT-00356
UT,Sanpete,Ephraim Elementary School,0.9371,500,UT-00357
UT,Garfield,Escalante High School,0.8542,500,UT-00358
UT,Garfield,Escalante Middle School,0.8571,500,UT-00359
UT,Garfield,Escalante Elementary (Garfield),0.7976,500,UT-00360
UT,Salt Lake,Escalante Elementary (Salt Lake),0.9908,500,UT-00361
UT,Iron,Escalante Valley Elementary School (Iron),0.8797,500,UT-00362
UT,Millard,Eskdale High School,1,500,UT-00363
UT,Millard,Eskdale Middle School,1,500,UT-00364
UT,Salt Lake,Esperanza Elementary School,0.9863,500,UT-00365
UT,Salt Lake,Esperanza Middle School,1,500,UT-00366
UT,Juab,Eureka Elementary,0.8526,500,UT-00367
UT,Salt Lake,Evergreen Junior High,0.9845,500,UT-00368
UT,Tooele,Excelsior Academy (Elementary School),0.9386,500,UT-00369
UT,Tooele,Excelsior Academy (Middle School),0.9418,500,UT-00370
UT,Davis,Fairfield Jr. High,0.9462,500,UT-00371
UT,Sanpete,Fairview Elementary,0.8553,500,UT-00372
UT,Davis,Faith Baptist Academy,0.6667,500,UT-00373
UT,Washington,Falcon Ridge Academy (High School),1,500,UT-00374
UT,Washington,Falcon Ridge Academy (Middle School),0.9,500,UT-00375
UT,Salt Lake,Falcon Ridge Elementary,0.9718,500,UT-00376
UT,Davis,Farmington High,0.9663,500,UT-00377
UT,Davis,Farmington Junior High,0.9438,500,UT-00378
UT,Davis,Farmington Elementary,0.9361,500,UT-00379
UT,Weber,Farr West Elementary,0.9519,500,UT-00380
UT,Cache,Fast Forward Charter High School,0.9388,500,UT-00381
UT,Davis,Fernwood Academy,0.75,500,UT-00382
UT,Emery,Ferron Elementary,0.9535,500,UT-00383
UT,Iron,Fiddlers Canyon Elementary,0.9178,500,UT-00384
UT,Box Elder,Fielding Elementary,0.9297,500,UT-00385
UT,Millard,Fillmore Middle School,0.9462,500,UT-00386
UT,Millard,Fillmore Elementary,0.9161,500,UT-00387
UT,Daggett,Flaming Gorge Elementary School,0.9412,500,UT-00388
UT,Utah,Foothill Elementary School (Orem),0.9371,500,UT-00389
UT,Salt Lake,Foothills Elementary (Riverton),0.961,500,UT-00390
UT,Utah,Foothills Elementary (Salem),0.9199,500,UT-00391
UT,Utah,Forbes Elementary,0.9145,500,UT-00392
UT,Salt Lake,Fort Herriman Middle School,0.9016,500,UT-00393
UT,Washington,Pine View Intermediate,0.8812,500,UT-00394
UT,Sanpete,Fountain Green Elementary,0.9178,500,UT-00395
UT,Salt Lake,Fox Hills Elementary,0.9654,500,UT-00396
UT,Utah,Fox Hollow Elementary (Utah),0.9444,500,UT-00397
UT,Salt Lake,Fox Hollow Elementary School (Salt Lake),0.9642,500,UT-00398
UT,Davis,Foxboro Elementary,0.973,500,UT-00399
UT,Utah,Franklin Discovery Academy,0.7742,500,UT-00400
UT,Utah,Franklin Elementary (Utah),0.9859,500,UT-00401
UT,Salt Lake,Franklin Elementary (Salt Lake),0.8954,500,UT-00402
UT,Utah,Freedom Preparatory Academy Provo (Elementary School),0.9506,500,UT-00403
UT,Utah,Freedom Preparatory Academy Provo (High School),0.9432,500,UT-00404
UT,Utah,Freedom Preparatory Academy Provo (Middle School),0.95,500,UT-00405
UT,Utah,Freedom Preparatory Academy Orem (Elementary School),0.9303,500,UT-00406
UT,Washington,Freedom Preparatory Academy St. George (Elementary School),0.7794,500,UT-00407
UT,Utah,Freedom Elementary (Utah),0.9361,500,UT-00408
UT,Weber,Freedom Elementary School (Weber),0.9576,500,UT-00409
UT,Weber,Fremont High School,0.9687,500,UT-00410
UT,Utah,Frontier Middle School,0.9581,500,UT-00411
UT,Salt Lake,Elizabeth Academy High School,1,500,UT-00412
UT,Salt Lake,Elizabeth Academy Middle School,0.9286,500,UT-00413
UT,Garfield,Garfield Online,0.497,500,UT-00414
UT,Box Elder,Garland Elementary,0.932,500,UT-00415
UT,Millard,Garrison Elementary,1,500,UT-00416
UT,Salt Lake,Gateway Academy (High School),1,500,UT-00417
UT,Iron,Gateway Preparatory Academy (Elementary School),0.7071,500,UT-00418
UT,Iron,Gateway Preparatory Academy (Middle School),0.7405,500,UT-00419
UT,Salt Lake,Gearld Wright Elementary School,0.9475,500,UT-00420
UT,Washington,George Washington Academy (Elementary School),0.8317,500,UT-00421
